ID;Region;Reported Date;num;num_men;num_female;num_children;cause;location;Information Source;Location Coordinates
54381;US-Mexico Border;August 03, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.576850000000, 31.963667000000
54380;US-Mexico Border;August 03, 2020;1;;1;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.750640000000, 31.620381000000
53962;US-Mexico Border;August 02, 2020;1;;;;Presumed exposure;North of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA;Breitbart;27.226987200000, -98.144171400000
53946;US-Mexico Border;August 02, 2020;1;1;;;Presumed exposure;Unspecified location in La Rumorosa Mountain Range, Baja California, Mexico;Milenio;32.521185700000, -116.065634400000
53945;Mediterranean;August 02, 2020;8;7;;;Drowned;Alboran Sea, 70 nautical miles off the coast of Almería, Spain;Caminando Fronteras, Europa Press, La Voz de Almería;35.938908600000, -3.035714100000
53953;US-Mexico Border;August 02, 2020;2;2;;;Drowned;Pacific Ocean, close to Ocean Beach, San Diego County, California, USA;San Deigo Medical Examiner, KGTV, The San Diego Union Tribune;32.749498800000, -117.247035300000
53944;Mediterranean;August 02, 2020;2;;;;Unknown;Remains recovered near Zliten, Libya;IOM Libya;32.545175586025, 14.620544935156
54311;Mediterranean;August 01, 2020;10;9;;;Drowned;Unspecified location off the coast of Libya, survivors disembarked at the Abu Sittah Naval Base, Tripoli, Libya;IOM Libya;33.014883878293, 13.227852777642
54045;Horn of Africa;August 01, 2020;1;1;;1;Dehydration;Medical Centerl (CMH) Obock, Djibouti;IOM Djibouti medical team and local authorities;11.964746500000, 43.288407100000
54081;Sub-Saharan Africa;August 01, 2020;1;1;;;Drowned;Saint John River on the border with Guinea and Liberia;"GNN Liberia; IOM GUINEA";6.480176000000, -9.573383300000
53952;US-Mexico Border;August 01, 2020;1;1;;;Sickness or lack of access to medicines;Hospital in Yuma County, Arizona, USA - died from injuries sustained after falling from border wall on 26 July;US Border Patrol, Yuma County Medical Examiner;32.492693164751, -114.808186456340
54503;Mediterranean;August 01, 2020;13;;1;1;Drowned;Off the coast of Oran, Algeria;UNHCR Spain;36.101503104956, -1.203474380469
54039;US-Mexico Border;July 30, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.804176000000, -111.819617400000
54038;US-Mexico Border;July 30, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
54357;Mediterranean;July 30, 2020;2;1;;;Drowned;Body recovered on Ain Ibrahim Beach, Sidi Lakhdar, Mostaganem, Algeria.;"Elikaa Online, ""The largest gathering of the city of Mohammedia"" Facebook page, Al Quds";36.219893000000, 0.451137600000
54349;Mediterranean;July 30, 2020;1;;;;Drowned;Unspecified location off the coast of Libya - disembarked at GACS Disembarkation Point in Tajoura, Libya;IOM Libya;32.884085078932, 13.413420193359
53940;Mediterranean;July 30, 2020;1;1;;;Dehydration and starvation;Alboran Sea, 56 nautical miles east of Carboneras, Almería, Spain - boat departed from Algeria;La Voz de Almería, Canal Sur;36.214401400000, -3.419552700000
53951;Mediterranean;July 30, 2020;2;2;;;Drowned;Alboran Sea, off the coast of Ras El Ma, Nador, Morocco;NadorCity;35.193268064197, -2.416617445508
53936;US-Mexico Border;July 29, 2020;1;1;;;Drowned;Río Bravo at Juarez-Lincoln International Bridge, Nuevo Laredo, Tamaulipas, México;Líder Web, El Mañana;27.499030200000, -99.502651600000
54310;Mediterranean;July 29, 2020;14;;;;Drowned;Unspecified location off the coast of Libya - survivors disembarked in Tajoura, Libya. Remains recovered near Qarapoli and Tajoura between 29 July and 4 August;IOM Libya;32.993038505060, 13.394651896782
54037;US-Mexico Border;July 29, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.461192400000, -111.244386800000
54322;Mediterranean;July 29, 2020;25;;;;Drowned;Off the coast of Chebba, Mahdia governorate, Tunisia;Tunisia Defense Ministry, InfoMigrants, Webdo;35.233690000000, 11.217902099219
53985;US-Mexico Border;July 28, 2020;1;1;;1;Drowned;Río Bravo, Ciudad Juarez, Chihuahua, Mexico;El Heraldo de Juárez, Net Notiicas;31.709642584844, -106.373736032420
53933;Mediterranean;July 27, 2020;1;;;;Drowned;Unspecified off the coast of Zarzis, Tunisia;Alarm Phone, TN24, Directinfo;33.501813242461, 11.158187241797
53935;US-Mexico Border;July 27, 2020;1;1;;;Unknown;La Misión, Ciudad Acuña, Coahuila, Mexico;Zócalo;29.304745800000, -100.902496200000
53934;Mediterranean;July 27, 2020;3;3;;2;Violent death;Al Khums disembarkation point, after being intercepted off the coast of Libya;IOM Libya, UNHCR;32.650950500000, 14.267898900000
53938;US-Mexico Border;July 26, 2020;1;1;;;Accident ;Near County 23rd Street, Yuma County, Arizona, USA;US Border Patrol;32.442535431463, -114.633392470020
54046;Horn of Africa;July 26, 2020;1;;1;;Dehydration;Djiboutian desert around Doubiya, Obock region, Republic of Djibouti;IOM Djibouti medical team and local authorities;12.130000000000, 43.380555600000
54652;Mediterranean;July 26, 2020;1;1;;;Drowned;Remains recovered at Almutred, West of Azzawaya, Libya;Libyan Red Crescent via Facebook;32.789576189207, 12.720431949832
53932;Mediterranean;July 26, 2020;3;;;;Drowned;Unspecified location off the coast of Melloulech, Tunisia;Alarm Phone, Webdo;35.141411497282, 11.123592798047
54196;South America;July 26, 2020;1;;1;;Violent death;Bolivar City Commune, location number 19, Bogota, Colombia.;Alerta Bogota;4.567024300000, -74.144274300000
53928;US-Mexico Border;July 26, 2020;2;;;;Vehicle accident;Ranch Road 674, Brackettville, Kinney County, Texas, USA;CBP, Kinney County Sheriff's Office, Zócalo;29.327756400000, -100.408797700000
54554;Mediterranean;July 26, 2020;1;;;;Drowned;Unspecified location in Maltese SAR zone;Alarm Phone;35.717104001511, 14.383655746094
54036;US-Mexico Border;July 25, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.325149400000, -113.235480700000
54674;US-Mexico Border;July 24, 2020;1;1;;;Drowned;All American Canal, Winterhaven, Imperial County, California, USA;Imperial County Coroner's Office;32.718089463625, -114.737500264790
54339;Mediterranean;July 24, 2020;7;;;;Drowned;Boat  sailed from Ténès port on 23 July to Spain and capsized near Oued El Qasab beach, Ténès, Chlef Province, Algeria;Es-Salam Online, Sawt Chabab;36.961437000000, 7.622403000000
53931;US-Mexico Border;July 24, 2020;1;1;;;Drowned;Río Bravo, in the vecinity of the Kickapoo Casino, south of Eagle Pass, Maverick County, Texas, USA;Milton Andree;28.608114010866, -100.443555305830
53927;North Africa;July 23, 2020;1;1;;;Drowned;Body found 1 nautical mile (1,85 Km) off the coast of Morro Jable, Fuerteventura, Canary Islands, Spain;EFE;28.000194883257, -14.368031492187
53926;Caribbean;July 22, 2020;12;;;;Drowned;Mona passage, Puerto Rico, USA;US Coast Guard;18.343802741192, -67.859788215625
53919;Mediterranean;July 22, 2020;6;;;;Drowned;Gibraltar Strait, between Tangiers, Morocco, and Algeciras, Cádiz, Spain;Caminando Fronteras;35.998239800000, -5.687873600000
54778;North Africa;July 22, 2020;49;49;;;Drowned;Left from Nouadhibou, Mauritania - disappeared without a trace in an unspecified location in the Atlantic Ocean;Caminando Fronteras;23.618269471579, -18.052125192714
54034;US-Mexico Border;July 21, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.993970600000, -111.986816700000
53925;US-Mexico Border;July 21, 2020;5;;;;Unknown;Unspecified location close to Laredo, Webb County, Texas, USA;El mañana;27.503561300000, -99.507551900000
54033;US-Mexico Border;July 21, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.910342800000, -111.712032900000
53918;Mediterranean;July 21, 2020;1;;;;Drowned;Body spotted floating at sea by Sea-Watch's Moonbird in position 33º25N 015º15E;Sea-Watch;33.368527742572, 15.367405414581
54032;US-Mexico Border;July 21, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.378343900000, -111.491549300000
54035;US-Mexico Border;July 21, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.890798000000, -111.553213900000
54028;US-Mexico Border;July 20, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53924;Mediterranean;July 20, 2020;2;2;;;Drowned;Unspecified location in the Gibraltar Strait, off the coast of Tanger, Morocco;Caminando Fronteras, Xibaaru.sn;35.825187212638, -5.794128860547
53917;US-Mexico Border;July 20, 2020;1;;;;Drowned;Rio Bravo, in the vecinity of Bowie High School, El Paso, Texas, USA;Debbie Nathan (independent journalist);31.763285498978, -106.457637739150
54602;US-Mexico Border;July 20, 2020;1;1;;;Hypothermia;Ave B/Juan Sanchez Blvd, San Luis, Yuma County, Arizona, USA;Yuma County Medical Examiner;32.494734500000, -114.622678500000
54031;US-Mexico Border;July 20, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.544590800000, -111.932355800000
54030;US-Mexico Border;July 20, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.688290300000, -111.994218900000
54029;US-Mexico Border;July 20, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;41.626431800000, 22.442500800000
53937;US-Mexico Border;July 19, 2020;1;1;;;Drowned;Río Bravo in Miguel Alemán, Tamaulipas, Mexico;VMC Agencia Informativa;26.407691677633, -99.024691929053
53923;Europe;July 19, 2020;1;1;;;Unknown;On the shore of the Lake Bileća in Miruše, Bileća Municipality, Bosnia and Herzegovina;Nezavisne, Klix;42.825215600000, 18.439474000000
53910;Mediterranean;July 19, 2020;2;2;;;Drowned;Unspecified location off the coast of Libya - survivors disembarked at Al Khums, Libya;IOM Libya;33.282335972307, 14.319168319491
54601;US-Mexico Border;July 19, 2020;2;2;;;Hypothermia;Barry Goldwater Range, Yuma County, Arizona, USA;Yuma County Medical Examiner;32.057499000000, -111.666072500000
53950;North Africa;July 18, 2020;63;;20;1;Drowned;Left from Tarfaya, Morocco with the Canary Islands as presumed destination, disappeared without a trace;Alarm Phone, Caminando Fronteras, Spanish Refugee Commission;27.988482516115, -12.957184147852
54257;South America;July 18, 2020;1;1;;;Sickness or lack of access to medicines;Manuel Diaz Rodriguez Highschool, Municipality of Bolivar, San Antonio del Tachira, Venezuela.;La Opinión;7.817814100000, -72.442581900000
54746;US-Mexico Border;July 18, 2020;1;;;;Drowned;Rio Bravo in Coahuila, Mexico;Instituto Nacional de Migración (Grupos Beta);28.654865062780, -100.516212241410
54256;South America;July 18, 2020;1;1;;;Heart attack;Manuel Diaz Rodriguez Highschool, Municipality of Bolivar, San Antonio del Tachira, Venezuela.;La Opinión;7.820796100000, -72.445525700000
54047;Horn of Africa;July 17, 2020;2;2;;;Dehydration;Djiboutian desert around Oulma, Obock region, Republic of Djibouti;IOM Djibouti medical team and local authorities;12.142430800000, 43.377416500000
53909;US-Mexico Border;July 17, 2020;1;1;;;Drowned;Río Bravo, 12 miles north of El Paso, Maverick County, Texas, USA;La Rancherita del Aire;31.777485075401, -106.524524570500
53907;US-Mexico Border;July 16, 2020;1;1;;;Presumed exposure;Died in hospital after being found on 6 July in a remote ranch near Laredo, Webb County, Texas, USA;US Border Patrol, El Mañana;27.533453274286, -99.333601718657
54700;US-Mexico Border;July 16, 2020;1;1;;;Drowned;100 Doffin, San Juan, Hidalgo County, Texas, USA;Hidalgo County Sheriff's Office;26.085711600000, -98.171033800000
54027;US-Mexico Border;July 16, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.398098900000, -110.075330400000
54026;US-Mexico Border;July 16, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.039629500000, -112.711372100000
54025;US-Mexico Border;July 16, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057701900000, -112.143021500000
53908;US-Mexico Border;July 16, 2020;1;1;;;Drowned;Río Bravo, near Rancho El Porvernir, Ejido Los Corrales, Reynosa, Tamaulipas, Mexico;El Mañana;26.075277821144, -98.218528651361
53916;Mediterranean;July 15, 2020;1;;;;Drowned;Off the coast of Mahdia, Tunisia;Réalités;35.518655224434, 11.110265677734
53915;Sub-Saharan Africa;July 15, 2020;1;;;;Drowned;Passe de Morne Rouge, off the coast of Mayotte, France;IOM Madagascar, Regional Maritime Information Fusion Centre;-12.829508518478, 45.071486919922
53906;US-Mexico Border;July 14, 2020;1;1;;;Unknown;Found dead on top of a train in the industrial park Alianza Derramadero, Coahuila, Mexico;Vanguardia, El Siglo de Torreón;25.239157500000, -101.174665500000
53905;Mediterranean;July 14, 2020;1;1;;;Drowned;Off the coast of Gergaresh, Libya;IOM Libya;32.869652400000, 13.109168200000
54024;US-Mexico Border;July 13, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.059639800000, -111.930200400000
54023;US-Mexico Border;July 13, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.923968200000, -112.150236500000
54022;US-Mexico Border;July 13, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.365672200000, -109.711483000000
54021;US-Mexico Border;July 12, 2020;1;1;;;Unknown;1650 East Old Vail Road, Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.075773800000, -110.949701400000
53900;Europe;July 12, 2020;1;1;;;Unknown;Vrelo, Kumanovo, North Macedonia;IOM North Macedonia, Sloboden Pecat;42.132289500000, 21.725693600000
53904;Mediterranean;July 12, 2020;4;4;;;Drowned;Boat departed from Tunisia with the aim of reaching Italy, but drifted and capsized off the coast of northwestern Crete, Greece;Hellenic Coast Guard via IOM Greece;35.696445773266, 23.523868709375
53903;US-Mexico Border;July 12, 2020;1;;1;;Presumed exposure;20000 block of S. Jett Road, Bexar County, Texas, USA;News 4 San Antonio, La Opinión;29.222397900000, -98.574269100000
54020;US-Mexico Border;July 11, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.384683400000, -110.976153600000
54048;Horn of Africa;July 11, 2020;3;2;1;1;Dehydration;Djiboutian desert around Ras-bir, Obock region, Republic of Djibouti;IOM Djibouti medical team and local authorities;11.825138000000, 42.590275000000
54019;US-Mexico Border;July 10, 2020;1;1;;;Hyperthermia;Kino Springs Drive and East Sagebrush Road , Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.361110000000, -110.813247000000
54493;Mediterranean;July 10, 2020;2;;;;Drowned;Near Zarzis, Tunisia;Migrant Rescue Watch;33.504693947196, 11.132781358008
54018;US-Mexico Border;July 10, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.359264100000, -110.965465900000
53902;Europe;July 10, 2020;1;1;;;Drowned;At the port of Durrës, Albania;Shqiptarja, Exit;41.313922000000, 19.455799000000
53899;US-Mexico Border;July 09, 2020;1;;;;COVID-19;Found near La Grulla, Starr County, Texas, USA - died in  a South Texas hospital;US Border Patrol, KRGV;26.269514800000, -98.647245600000
53898;US-Mexico Border;July 09, 2020;1;1;;;Violent death;Calexico West port of entry, Imperial County, California, USA;US Border Patrol;32.665191916550, -115.496520996090
53889;Mediterranean;July 08, 2020;7;;;;Drowned;Unspecified location off the coast of Libya;IOM Libya;31.337056416698, 17.492002875000
54017;US-Mexico Border;July 08, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.422375500000, -113.433947300000
54016;US-Mexico Border;July 08, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.368400400000, -111.372466200000
53901;US-Mexico Border;July 08, 2020;1;;1;;Accident;Border wall between Anapra, Mexico and Sunland Park, New Mexico, USA (west of El Paso, Texas).;El Paso Matters;31.786209528293, -106.566342020530
54015;US-Mexico Border;July 07, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.370924100000, -109.708069600000
53890;South America;July 07, 2020;1;;1;;Drowned;Rio Guaitara, Ipiales, Narino, Colombia;Radio Caracol, El Universo, El Norte;0.813133583769, -77.663943523936
54194;South America;July 07, 2020;1;1;;;Violent death;Padre Urtado Commune, Talagante Province, Santiago Metropolitan Region, Chile;La Izquierda Diario;-33.569536200000, -70.815671700000
53891;US-Mexico Border;July 06, 2020;1;1;;;Presumed exposure;Near U.S. Highway 59, east of Laredo, Webb County, Texas, USA;U.S. Customs and Border Protection;27.528235800000, -99.445670500000
54599;Central America;July 05, 2020;1;1;;;Hypothermia;Barry Goldwater Range, Yuma County, Arizona, USA;Yuma County Medical Examiner;32.264686000000, -114.018858000000
53897;US-Mexico Border;July 05, 2020;2;2;;;Exposure;South of Wellton, Yuma County, Arizona, USA;US Border Patrol;32.672825600000, -114.146882100000
54600;US-Mexico Border;July 05, 2020;1;1;;;Hypothermia;Cabeza Preita National Refuge, USA;Yuma County Medical Examiner;32.652753300000, -113.953646600000
53888;Sub-Saharan Africa;July 04, 2020;2;;;;Violent death;Near Mahama Refugee Camp, Rwanda, near border of Tanzania ;UNHCR, Chimp Report, Crooze FM;-2.311477576222, 30.849546116455
54126;South America;July 04, 2020;1;;1;;Sickness or lack of access to medicines;Batuco Camp, Chacabuco Province, Santiago, Chile;El Desconcierto;-33.206343700000, -70.830056700000
53896;US-Mexico Border;July 04, 2020;1;1;;;Cardiac arrest;Near Roma, Webb County, Texas, USA;US Border Patrol;26.408852300000, -99.015655400000
54598;US-Mexico Border;July 03, 2020;1;1;;;Drowned;Canal in Yuma County, Arizona, USA;Yuma County Medical Examiner;32.486976038526, -114.786357494970
53883;Europe;July 02, 2020;1;1;;;Violent death;Kulen Vakuf, Bosnia near border with Croatia;Fena News;44.562805523157, 16.033354741612
54105;Middle East;June 30, 2020;2;1;1;;Drowned;Evros/Meriç River, Doyran Village, Adıyaman Province, Turkey;Gendarmerie General Command Turkey via IOM Turkey;41.194149204407, 26.319298046875
53914;Mediterranean;June 30, 2020;1;;;;died during sea travel;Body spotted floating at sea by Sea-Watch's Seabird in position 34º00N 012º05E;Sea Watch;33.852169701407, 11.392822265625
53913;Mediterranean;June 29, 2020;1;;;;died during sea travel;Body spotted floating at sea by Sea-Watch's Seabird in position 34º15N 012º25E at 1333z;Sea Watch;34.250000000000, 12.416666700000
54014;US-Mexico Border;June 29, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.771801900000, -111.924265100000
53880;Mediterranean;June 29, 2020;4;;1;1;Drowned;Off the coast of Ayvalik, Turkey;Turkish Coast Guard ;39.283195240031, 26.528049855767
54597;US-Mexico Border;June 29, 2020;1;1;;;Unknown;Cabeza Preita National Refuge, USA;Yuma County Medical Examiner;32.057499000000, -111.666072500000
53879;Middle East;June 28, 2020;61;;;2;Drowned;Van Lake near Altınsaç, Gevaş district, Turkey;Turkish Ministry of the Interior via IOM Turkey, Haber Turk, ANF News, ODA TV, The Record;38.518774822675, 42.942282999712
53875;Mediterranean;June 27, 2020;8;8;;;Drowned;Swept overboard at unspecified location off the coast of Khums, Libya;IOM Libya;32.939587014158, 14.554916722266
53878;US-Mexico Border;June 27, 2020;1;1;;;Drowned;All-American Canal in Winterhaven, Imperial County, California, USA;Adelante Valle, Imperial County Coroner's Office;32.752877890099, -114.699259584300
53876;Middle East;June 27, 2020;1;;;;Vehicle  accident;Near the Yumaklı neighborhood of Muradiye district, Van, Turkey;Daily Sabah, ILHA;39.003023137734, 43.753222342510
54116;Central America;June 26, 2020;1;;;1;Sickness or lack of access to medicines;Los Planes, Gualaca, Chiriqui Province, Panama;Efecto Cocuyo;8.640037300000, -82.213501000000
53874;Sub-Saharan Africa;June 25, 2020;4;;;2;Drowned; Charifou, Mayotte;Mayotte Hebdo;-13.019270190719, 45.146960008984
54231;Sub-Saharan Africa;June 25, 2020;6;6;;;Dehydration;In Tokouro, about 100 km north of the town of Ounianga, West Ennedi Province, Chad - shortly after deportation from Libya;UNHCR;20.094998673936, 20.515214356250
53877;US-Mexico Border;June 25, 2020;3;2;1;;Vehicle accident;On West Paisano Drive, El Paso, Texas;El Paso Times, Fox;31.761312226892, -106.454122652150
54745;US-Mexico Border;June 25, 2020;1;;;;Drowned;Rio Bravo in Coahuila, Mexico;Instituto Nacional de Migración (Grupos Beta);28.328248857209, -100.323264853710
53873;US-Mexico Border;June 24, 2020;1;1;;;Drowned;Piedras Negras, Coahuila, Mexico;Zócalo;28.709493144125, -100.518472300090
53872;US-Mexico Border;June 24, 2020;2;2;;1;Drowned;Guerrero, Coahuila, Mexico ;Turquesa News, Bi Noticias;28.318075274362, -100.334777350980
53871;Southeast Asia;June 24, 2020;12;;1;;Unknown;Andaman Sea;IOM Indonesia, UNCHR;5.987211861459, 97.223719660937
53895;US-Mexico Border;June 24, 2020;1;1;;;Drowned;Rio Bravo, Reynosa, Tamaulipas, Mexico;Noticias Telemundo, Cubanos por el mundo, asere;26.083189019150, -98.262361194971
53894;US-Mexico Border;June 23, 2020;1;1;;;Unknown;Private ranch in Starr County, Texas, USA;US Border Patrol;26.621516700000, -98.748116700000
54673;US-Mexico Border;June 23, 2020;1;;1;;Hyperthermia;l Centro Regional Medical Center, Imperial County, California, USA;Imperial County Coroner's Office;32.780236842208, -115.568638786250
54013;US-Mexico Border;June 23, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.060008100000, -112.155696200000
53922;Europe;June 23, 2020;1;1;;;Sickness or lack of access to medicines;In a hospital in Tuzla, Bosnia and Herzegovina;IOM Bosnia and Herzegovina;44.536604100000, 18.692419600000
53920;US-Mexico Border;June 22, 2020;1;1;;;Presumed exposure;Close to Laredo, Texas, USA;NTR Zacatecas;27.503561300000, -99.507551900000
54012;US-Mexico Border;June 22, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.771801900000, -111.924265100000
54333;South America;June 22, 2020;1;1;;;Violent death;"""Trocha La Carbonera"", Boconó, Cucuta, Colombia";La Opinion;7.894385200000, -72.463537900000
53868;US-Mexico Border;June 21, 2020;1;;1;;Presumed dehydration;Close to Las Palomas Ranch, Maverick County, Texas, USA;Super Channel 12;28.741047300000, -100.349789500000
53865;Mediterranean;June 21, 2020;6;3;;;Drowned;Off the coast of Oran, Algeria;Djazairess;35.730516937037, -0.640425064063
54760;US-Mexico Border;June 20, 2020;1;;;;Unknown;Dulzura, San Diego County, California, USA;San Diego County Medical Examiner;32.644224700000, -116.781409300000
53864;Mediterranean;June 20, 2020;5;;;;Drowned;Off the coast of Janzour, Tripoli, Libya;IOM Libya;32.848618879341, 13.010127972461
53912;Mediterranean;June 19, 2020;1;;;;Drowned;Body spotted floating at sea by NGO vessel Mare Jonio in position 34º25N 012º22E;Mediterranea;34.416666700000, 12.366666700000
53866;Sub-Saharan Africa;June 19, 2020;3;;;;Drowned;Senegal River on the border with Mauritania;RFM, Pressafrik, xalimasn;15.612636100000, -13.230087400000
54533;US-Mexico Border;June 19, 2020;1;1;;;Drowned;Rio Bravo, Ojinaga, Chihuahua;Cibercuba;29.555556342053, -104.394600805190
53885;Europe;June 19, 2020;1;;;;Drowned;Drina River near Pavlović Bridge, Bosnia and Herzegovina;ATV;44.775011417116, 19.339542312164
53863;Europe;June 19, 2020;1;;;;Vehicle accident;E90 highway, close to Kavala, Greece;Associated Press, Xinhua;40.958352069032, 24.469170931641
54011;US-Mexico Border;June 18, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.705376700000, -112.198955200000
53983;South America;June 18, 2020;1;1;;;Unknown;Unspecified location in Cúcuta, Colombia;La Opinión Cúcuta;7.889097100000, -72.496689600000
53859;US-Mexico Border;June 17, 2020;1;1;;;Drowned;Río Bravo, Nuevo Laredo, Tamaulipas, Mexico;Notiviza Tamaulipas;27.453218779443, -99.494445495414
54009;US-Mexico Border;June 16, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.682150100000, -112.052521100000
53862;Middle East;June 16, 2020;1;;;;Violent death;Dibba Al-Fujairah region, Oman-UAE border;Embassy of the Sultanate of Oman, Anadolu Agency, Erem News;25.591117100000, 56.259403300000
54087;Central America;June 16, 2020;1;1;;1;Accident ;Unspecified location in Mexico, en route to the US;Radio ABC Sstereo;23.634501000000, -102.552784000000
54010;US-Mexico Border;June 16, 2020;1;1;;;Violent death;Arizona State Route 80 Eastbound Milepost 399 , Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.443001700000, -109.827425500000
53861;Central America;June 14, 2020;1;1;;;Hit by train;Former train station at Guayulera, Saltillo, Coahuila, Mexico;El Siglo de Torreon, El Demócrata;25.421312678410, -101.015772732730
53854;Mediterranean;June 13, 2020;12;10;1;2;Drowned;Off the coast of Surman, Alazzawaya, Libya;IOM Libya;32.799121421180, 12.571950861963
53855;Sub-Saharan Africa;June 12, 2020;1;1;;;Sickness or lack of access to medicines;Niamey, Niger;IOM Niger;13.511596300000, 2.125385400000
53982;US-Mexico Border;June 12, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.901375000000, -111.779040100000
54744;US-Mexico Border;June 11, 2020;1;1;;;Drowned;Rio Bravo in Tamaulipas, Mexico;Instituto Nacional de Migración (Grupos Beta);26.133542241340, -98.356468798328
53981;US-Mexico Border;June 11, 2020;1;;1;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53980;US-Mexico Border;June 11, 2020;1;;1;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53853;US-Mexico Border;June 11, 2020;1;1;;;Drowned;Río Bravo, under international bridge #1 at Piedras Negras, Coahuila, Mexico;La Voz, K911, Zócalo;28.705232104034, -100.511808511950
53858;US-Mexico Border;June 11, 2020;1;1;;;Drowned;Río Bravo, at International Bridge Solidaridad in Colombia, Nuevo León, Mexico;El Mercurio;27.699534393525, -99.746543544336
53856;Europe;June 11, 2020;1;1;;;Hit by train;On the railway Veles-Gradsko, near Zgropolci, North Macedonia;Ministry of Interior;41.648970100000, 21.866546800000
54672;US-Mexico Border;June 10, 2020;1;1;;;Drowned;All American Canal, near Calexico, Imperial County, California, USA;Imperial County Coroner's Office;32.669737700000, -115.428481300000
53979;US-Mexico Border;June 10, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.904854400000, -111.777018400000
54143;Europe;June 09, 2020;2;;;;Drowned;Bodies found in the Mrežnica River in the village of Svojić in the Barilović municipality, Croatia;Jutarnji, RTL;45.294630187037, 15.395826089258
53977;US-Mexico Border;June 09, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.814153400000, -112.182635300000
53857;Mediterranean;June 09, 2020;61;18;23;4;Drowned;Off the coast of Graten, Kerkennah, Tunisia;IOM Tunisia, Webdo, Reuters, AkhbarLibya, AlManar;34.720572300000, 11.140718400000
