ID;Region;date;num;num_men;num_women;num_children;cause;location;Information Source;Location Coordinates
53247;Sub-Saharan Africa;October 10, 2019;1;1;;;Violent death;Yopougon, Ivory Coast;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.091135000000, 5.314491000000
53246;Sub-Saharan Africa;October 10, 2019;1;1;;;Sickness or lack of access to medicines, Starvation, Dehydration;Bobo Dioulasso, Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.306153000000, 11.158826000000
53522;North Africa;October 10, 2019;6;2;2;1;Sickness or lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter, Vehicle Accident;Qatrun, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);32.421890000000, 75.996270000000
53520;Sub-Saharan Africa;October 09, 2019;1;1;;;Sickness or lack of access to medicines, Starvation, Dehydration;Agadez, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);16.973140000000, 7.989740000000
53519;Sub-Saharan Africa;October 09, 2019;1;;1;;Violent death;Janet, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);23.804994000000, 13.510365000000
53518;Sub-Saharan Africa;October 09, 2019;2;2;;;Suffocation, Violent death;Arelate, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);18.737873000000, 7.389078000000
52957;South Asia;October 09, 2019;3;;3;3;Unknown;Fars Province, Iran;Mixed Migration Monitoring Mechanism Initiative (4Mi);29.076981000000, 54.846159000000
52489;Europe;October 09, 2019;3;1;;;Vehicle Accident;Road near Areti, 40km northeast of Thessaloniki, Greece;IOM Greece, Ekathimerini;40.740769378941, 23.256371964803
53521;North Africa;October 09, 2019;1;1;;;Sickness or lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter, Violent death;Bani Walid, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);31.764020000000, 14.035110000000
52506;Europe;October 09, 2019;1;1;;;Unknown;Body found inside abandoned camp trailer in Osmanagići, municipality of Cazin, Una-Sana canton, Bosnia and Herzegovina;Are You Syrious?, Dnevni avaz, Pogled, Ministry of Internal Affairs of Una-Sana Canton ;44.983290637426, 15.945828464803
52493;North Africa;October 09, 2019;1;1;;1;Vehicle accident;Road near Béni Ensar, Nador, Morocco, near border with Melilla;Association Marocaine des Droits Humains - Section Nador;35.262748226875, -2.937650888372
52492;Central America;October 08, 2019;1;1;;;Vehicle accident;Train tracks near Calle Azteca Sur and Bulevar del Río Españita, San Luis de Potosí, Mexico;Pulso Diario de San Luis;22.142526392848, -100.962295713920
53517;Sub-Saharan Africa;October 08, 2019;1;1;;;Suffocation, Violent death;Janet, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);23.804994000000, 13.510365000000
53516;Sub-Saharan Africa;October 08, 2019;3;3;;;Violent death;Arelate, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);18.737873000000, 7.389078000000
53515;Sub-Saharan Africa;October 08, 2019;3;1;1;;Suffocation, Violent death;Janet, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);23.804994000000, 13.510365000000
53237;Sub-Saharan Africa;October 08, 2019;1;1;;;Sickness or lack of access to medicines;Walewale, Ghana;Mixed Migration Monitoring Mechanism Initiative (4Mi);-0.797255000000, 10.350537000000
52498;Mediterranean;October 07, 2019;4;4;;;Drowned;Off the coast of Zarzis, Tunisia - boat departed from Zuwara, Libya;IOM Tunisia;33.512933979921, 11.194960830305
52483;Mediterranean;October 07, 2019;28;;13;4;Drowned;Off the coast of Lampedusa - boat departed from Tunisia;IOM Italy;35.210549549164, 12.180541076066
52856;Middle East;October 07, 2019;1;1;;;Drowned;Evros/Meriç river, İpsala district, Edirne, Turkey;Haberler, Memleket;40.944142373016, 26.360905698397
52488;US-Mexico Border;October 07, 2019;1;1;;;Drowned;Río Bravo, near colonia Carmen Serdán, Reynosa, Tamaulipas, Mexico;Hoy Tamaulipas;26.103672229764, -98.287409076176
53514;Sub-Saharan Africa;October 07, 2019;3;1;1;;Sickness or lack of access to medicines, Dehydration;Unspecified location, in the desert before Libyan border, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);23.029329000000, 12.776620000000
53513;North Africa;October 06, 2019;2;1;1;1;Sickness or lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);25.552493000000, 13.699472000000
52717;US-Mexico Border;October 06, 2019;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53512;North Africa;October 06, 2019;2;2;;;Unknown;Tripoli, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);32.895340000000, 13.181050000000
52716;US-Mexico Border;October 06, 2019;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53511;Sub-Saharan Africa;October 06, 2019;1;1;;;Sickness or lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Agadez, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);16.973140000000, 7.989740000000
52482;US-Mexico Border;October 06, 2019;1;1;;;Drowned;Río Bravo, near Matamoros, Tamaulipas, Mexico;Vox Pópuli, Minuto Uno Tamaulipas;25.900890221875, -97.525930965196
52715;US-Mexico Border;October 06, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.243044000000, -113.154684200000
52714;US-Mexico Border;October 06, 2019;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
53232;Sub-Saharan Africa;October 06, 2019;2;2;;;Vehicle Accident;Kolda, Senegal;Mixed Migration Monitoring Mechanism Initiative (4Mi);-14.951501000000, 12.907900000000
52954;South Asia;October 05, 2019;2;1;1;2;Sickness and lack of access to medicine, Starvation, Harsh weather/lack of adequate shelter;Chittagong Division, Bangladesh;Mixed Migration Monitoring Mechanism Initiative (4Mi);21.657261000000, 92.516853000000
53230;Sub-Saharan Africa;October 05, 2019;1;1;;1;Sickness or lack of access to medicines;Gagnoa, Ivory Coast;Mixed Migration Monitoring Mechanism Initiative (4Mi);-5.951714000000, 6.149981000000
52505;Europe;October 05, 2019;1;1;;;Violent death;Vranjska, municipality of Bileća, Republika Srpska, Bosnia and Herzegovina - near border with Montenegro;Are You Syrious?, klix.ba, Novilist, Ministry of Internal Affairs of Una-Sana Canton ;42.870541415874, 18.442932530849
53236;Sub-Saharan Africa;October 05, 2019;1;1;;;Sickness or lack of access to medicines;Ougadougou, Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);-1.521050000000, 12.368721000000
53233;Sub-Saharan Africa;October 05, 2019;1;;1;;Sickness or lack of access to medicines;Agadez, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);7.985996000000, 16.975448000000
53510;North Africa;October 05, 2019;1;1;;;Dehydration;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);24.557257000000, 21.038339000000
52956;Southeast Asia;October 05, 2019;2;1;1;2;Sickness and lack of access to medicine, Starvation, Harsh weather/lack of adequate shelter;Bangkok, Thailand;Mixed Migration Monitoring Mechanism Initiative (4Mi);13.674424000000, 100.633534000000
53245;Sub-Saharan Africa;October 05, 2019;1;;1;;Sickness or lack of access to medicines, Starvation, Dehydration, Sexual abuse;Kayes, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-11.444687000000, 14.435103000000
53509;North Africa;October 05, 2019;2;1;1;1;Sickness or lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Tamanrasset, Algeria;Mixed Migration Monitoring Mechanism Initiative (4Mi);22.787960000000, 5.527180000000
52955;Southeast Asia;October 05, 2019;1;1;;;Violent death;Bangkok, Thailand;Mixed Migration Monitoring Mechanism Initiative (4Mi);13.704853000000, 100.660128000000
53244;Sub-Saharan Africa;October 05, 2019;2;1;1;;Unknown;Bamako, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-7.995856000000, 12.617282000000
52487;US-Mexico Border;October 05, 2019;1;1;;;Dehydration;Ranch near Carrizo Springs, Dimmit County, Texas, USA;US Border Patrol, El Sol del Bajío, Periódico Correo;28.470756944660, -99.924087355632
53231;Sub-Saharan Africa;October 05, 2019;1;;1;;Vehicle Accident;Siguiri, Guinea;Mixed Migration Monitoring Mechanism Initiative (4Mi);-9.180365000000, 11.413549000000
53243;Sub-Saharan Africa;October 04, 2019;1;1;;;Sickness or lack of access to medicines;Bobo Dioulasso, Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.306153000000, 11.158826000000
53235;Sub-Saharan Africa;October 04, 2019;1;;1;;Sickness or lack of access to medicines;Ougadougou, Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);-1.521050000000, 12.368721000000
53234;Sub-Saharan Africa;October 04, 2019;1;;1;;Sickness or lack of access to medicines;Abidjan, Ivory Coast;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.024984000000, 5.348450000000
52481;US-Mexico Border;October 04, 2019;1;1;;;Drowned;Río Bravo, near poblado Los Guerra Viejo, Miguel Alemán, Tamaulipas, Mexico;Hoy Tamaulipas;26.396783686456, -99.078156497984
52480;Mediterranean;October 04, 2019;1;1;;1;Unknown;During medical evacuation to Almería, Spain - after being rescued from a boat in the Alboran Sea, 44 miles south-east of Motril, Granada;Caminando Fronteras, EFE, AFP;36.778630672371, -2.499724435320
52713;US-Mexico Border;October 04, 2019;1;1;;;Sickness or lack of access to medicines;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.607168400000, -111.875386200000
52486;Sub-Saharan Africa;October 03, 2019;1;1;;;Unknown;Zouerate, Tiris Zemmour region, Mauritania;Criden, Rewmi;22.772552299960, -12.504464880242
52478;Central America;October 03, 2019;1;1;;;Vehicle accident;Train tracks near San Juan Evangelista, Veracruz, Mexico;Diario de Xalapa, Al Calor Político;17.887207400000, -95.138674200000
52485;North Africa;October 03, 2019;1;;1;;Unknown;Body recovered near Bouyafar, Morocco;Association Marocaine des Droits Humains - Section Nador;35.229522200000, -3.127785400000
52479;US-Mexico Border;October 03, 2019;1;1;;;Drowned;Río Bravo, near Ejido Adolfo López Mateos (KM213 of Carretera Ribereña, Nuevo Laredo, Tamaulipas, Mexico;Hoy Tamaulipas, El Diario de Ciudad Victoria;27.435807331497, -99.495251713848
52477;US-Mexico Border;October 02, 2019;1;1;;;Dehydration;Near Los Galván Ranch, between Texas State Highway 83 and 44, Webb County, Texas, USA;Laredo Daily, Familias Unidas en Busca de una Esperanza;28.025147800000, -99.548918700000
52497;North Africa;October 02, 2019;24;;3;1;Dehydration;Sahara desert near the Niger-Algeria border, in Nguezzam, Algeria;IOM Niger, El Massa, Xinhua;19.549663887790, 5.687579761165
52516;Central America;October 02, 2019;1;1;;;Vehicle accident;Train tracks near Charay, El Fuerte, Sinaloa, Mexico;Línea Directa, Debate;26.417632000000, -108.614593800000
53508;North Africa;October 02, 2019;1;1;;;Sickness or lack of access to medicines;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);26.770273000000, 17.242563000000
52711;US-Mexico Border;October 01, 2019;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
52926;Sub-Saharan Africa;October 01, 2019;1;;;;Sickness and lack of access to medicine;Dirkou, Niger;IOM Niger ;19.004818100000, 13.081790300000
52710;US-Mexico Border;October 01, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.057499000000, -111.666072500000
52709;US-Mexico Border;October 01, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.862920000000, -112.631602100000
52708;US-Mexico Border;October 01, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.023725600000, -112.249076600000
52610;South America;October 01, 2019;1;;1;;Vehicle Accident;Bus crash near Marcapata, Cusco, Perú - en route to Brasil;La República;-13.591124700000, -70.976924500000
52707;US-Mexico Border;October 01, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.054267600000, -112.280284400000
52468;Europe;October 01, 2019;2;2;;;Drowned;Lake Sot, near Šid, Voivodina, Serbia - near border with Croatia;IOM Serbia, Telegraf;45.158752305501, 19.339737369364
52712;US-Mexico Border;October 01, 2019;1;1;;;Sickness or lack of access to medicines;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.611576300000, -112.153808100000
52467;North Africa;September 30, 2019;1;1;;;Plane stowaway;Mohammed V Airport in Casablanca, Morocco - inside the landing gear of a Royal Air Morocco aircraft coming from Conakry, Guinea;Le 360, 20minutes;33.369970400000, -7.585723100000
52504;Europe;September 30, 2019;1;1;;;Drowned;Korana river, near Crnaja, municipality of Cazin, Una-Sana canton, Bosnia and Herzegovina;Are You Syrious?, klix.ba, Ministry of Internal Affairs of Una-Sana Canton ;45.048654280100, 15.753442809707
52606;Europe;September 30, 2019;1;1;;1;Suffocation;Body found inside truck parked in Nea Selefkia, Igumenitsa, Greece - truck was going to board ferry bound for Italy;Eidiseis.gr, 902.gr;39.524573100000, 20.257347000000
52706;US-Mexico Border;September 30, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.779980400000, -111.633008400000
52884;US-Mexico Border;September 30, 2019;1;1;;;Unknown;Near Falfurrias, Brooks County, Texas, USA;La Prensa, Fox;27.137185176636, -98.082678573210
52466;US-Mexico Border;September 29, 2019;1;1;;;Drowned;Río Bravo, near Leehman ranch, Eagle Pass, Maverick County, Texas, USA;Zócalo, SuperChannel12;28.738417958720, -100.507007749200
52461;Mediterranean;September 28, 2019;1;1;;1;Drowned;Off the coast of Krichtel, wilaya of Oran, Algeria;ObservAlgérie, ALG24;35.980436749635, -0.492110075391
52465;US-Mexico Border;September 28, 2019;1;1;;;Drowned;Río Bravo, near Las Piedras, Reynosa, Tamaulipas, Mexico;Hoy Tamaulipas;26.076436013840, -98.232415824346
52462;Mediterranean;September 28, 2019;53;6;1;;Drowned;Off the coast of Mohammédia, Morocco;Caminando Fronteras, APDHA, Association Marocaine des Droits Humains - Section Nador;33.650995541550, -7.494747852482
52953;South Asia;September 27, 2019;3;1;1;;Unknown;Ardabil Province, Iran;Mixed Migration Monitoring Mechanism Initiative (4Mi);39.195431000000, 47.451948000000
52460;Mediterranean;September 27, 2019;1;;;;Drowned;37 nautical miles north of Ténès, wilaya of Chlef, Algeria;TSA Algérie;36.574984368876, 1.298778125781
54086;South America;September 27, 2019;1;;1;;Unknown;Tamarugal Province, Tarapaca Region, Colchane Commune, Chile;Edicioncero.cl;-19.276139300000, -68.638804900000
52459;Mediterranean;September 27, 2019;7;;2;5;Drowned;Off the coast of Oinousses, Greece;IOM Greece;38.519212404679, 26.320742344141
52464;US-Mexico Border;September 27, 2019;1;1;;;Drowned;Río Bravo, Rancho El Porvenir, near Nuevo Laredo, Tamaulipas, Mexico;La Tarde, La Vanguardia;27.263884114760, -99.455439943894
52705;US-Mexico Border;September 26, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.458090100000, -113.163995800000
52704;US-Mexico Border;September 26, 2019;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.361198000000, -110.172460000000
52703;US-Mexico Border;September 26, 2019;1;;1;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.350592000000, -109.511833000000
52458;Mediterranean;September 26, 2019;7;7;;;Drowned;20 miles off the coast of Alicante, Spain;Diario Información;38.245239670844, -0.299798048828
53507;North Africa;September 25, 2019;2;1;1;2;Sickness or lack of access to medicines, Dehydration;Kufra, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);23.848018000000, 21.993292000000
53229;Sub-Saharan Africa;September 25, 2019;1;1;;1;Vehicle Accident;Sevare, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.095111000000, 14.522790000000
52476;US-Mexico Border;September 25, 2019;1;1;;;Unknown;Ranch located north of USBP checkpoint on US Highway 281 near Falfurrias, Brooks County, Texas, USA;Brooks County Sheriff's Office via Breitbart News;27.159316849220, -98.202154891570
52475;US-Mexico Border;September 25, 2019;1;1;;;Unknown;Ranch located east of Falfurrias, Brooks County, Texas, USA;Brooks County Sheriff's Office via Breitbart News;27.120335346567, -98.090651851496
52463;Mediterranean;September 25, 2019;1;1;;;Drowned;Body washed ashore near Tripoli, Libya;IOM Libya, UNHCR;32.910341135368, 13.241253602079
52456;Mediterranean;September 25, 2019;2;;;;Drowned;22 nautical miles north of Damous, wilaya of Tipaza, Algeria;TSA Algérie, Xinhua;36.735605101366, 1.667305168400
53506;North Africa;September 24, 2019;1;1;;;Sickness or lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Qatrun, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);24.934383000000, 14.633161000000
52952;South Asia;September 24, 2019;1;1;;1;Violent death;Near Ann, Rakhine State, Myanmar;Mixed Migration Monitoring Mechanism Initiative (4Mi);19.780361000000, 94.052657000000
53228;Sub-Saharan Africa;September 24, 2019;1;1;;;Sickness or lack of access to medicines, Starvation, Dehydration;Bamako, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-7.995856000000, 12.617282000000
52474;Mediterranean;September 24, 2019;1;1;;1;Drowned;20 miles off the coast of Cartagena, Murcia, Spain - boat departed from Mostaganem, Algeria;La Verdad, El Watan;37.253252681247, -0.705211109395
52455;Middle East;September 24, 2019;6;;;;Vehicle Accident;Reyhanlı-Antakya highway, near Reyhanlı, Hatay, Turkey;Hürriyet, CNN Türk;36.241342360494, 36.574383137850
52454;US-Mexico Border;September 23, 2019;1;1;;;Drowned;Río Bravo, near Matamoros, Tamaulipas, Mexico;El Diario de Ciudad Victoria;25.875635516654, -97.473025612357
53223;Sub-Saharan Africa;September 23, 2019;2;1;1;1;Unknown;Unspecified location in the Central African Republic;Mixed Migration Monitoring Mechanism Initiative (4Mi);22.524866000000, 9.987734000000
53222;Sub-Saharan Africa;September 23, 2019;1;1;;;Violent death;Kano, Nigeria;Mixed Migration Monitoring Mechanism Initiative (4Mi);8.590509000000, 11.999398000000
53505;North Africa;September 23, 2019;1;1;;;Vehicle accident;Unspecified location in the Sahara Desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);25.291150000000, 13.766789000000
53221;Sub-Saharan Africa;September 23, 2019;2;;1;;Sickness or lack of access to medicines, Harsh weather/lack of adequate shelter;Kumasi, Ghana;Mixed Migration Monitoring Mechanism Initiative (4Mi);-1.621256000000, 6.659396000000
53504;North Africa;September 23, 2019;2;2;;;Sickness or lack of access to medicines, Starvation, Dehydration, Violent death;Sabha, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);27.022490000000, 14.440990000000
53503;North Africa;September 23, 2019;1;1;;;Dehydration, Harsh weather/lack of adequate shelter;Kufra, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);23.848018000000, 21.993292000000
53502;North Africa;September 23, 2019;2;;2;1;Dehydration;Ajdabiya, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);30.757530000000, 20.223400000000
53224;Sub-Saharan Africa;September 23, 2019;1;1;;;Violent death;Abobo, Ivory Coast;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.039775000000, 5.430734000000
52453;US-Mexico Border;September 22, 2019;2;2;;;Sickness or lack of access to medicines;Near Carrizo Springs, Dimmit County, Texas, USA;Zócalo;28.482962436929, -99.919967482585
52702;US-Mexico Border;September 22, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.746892100000, -111.945738600000
52701;US-Mexico Border;September 22, 2019;1;1;;;Sickness or lack of access to medicines;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.758419400000, -112.074414500000
53219;Sub-Saharan Africa;September 22, 2019;3;;1;;Sickness or lack of access to medicines, Suffocation;Zinguichor, Senegal;Mixed Migration Monitoring Mechanism Initiative (4Mi);-16.263798000000, 12.562665000000
53218;Sub-Saharan Africa;September 22, 2019;1;1;;;Sickness or lack of access to medicines;Agadez, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);7.985996000000, 16.975448000000
53501;North Africa;September 21, 2019;2;1;1;1;Sickness or lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Qatrun, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);24.934383000000, 14.633161000000
53217;Sub-Saharan Africa;September 21, 2019;1;1;;;unknown;Kedougou, Senegal;Mixed Migration Monitoring Mechanism Initiative (4Mi);-12.174590000000, 12.559796000000
53500;North Africa;September 21, 2019;2;;;2;Sickness or lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Bani Walid, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);31.764020000000, 14.035110000000
53216;Sub-Saharan Africa;September 21, 2019;1;;1;;Sickness or lack of access to medicines, Starvation, Dehydration;Kayes, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-11.444687000000, 14.435103000000
53499;North Africa;September 21, 2019;1;1;;1;Sickness or lack of access to medicines;Unspecified location in the Sahara Desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);25.291150000000, 13.766789000000
53215;Sub-Saharan Africa;September 21, 2019;1;1;;;unknown;Yaounde, Cameroon;Mixed Migration Monitoring Mechanism Initiative (4Mi);11.497064000000, 3.839554000000
53220;Sub-Saharan Africa;September 21, 2019;1;1;;;unknown;Between Gossi and Hombori, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-1.451000000000, 15.494677000000
53226;Sub-Saharan Africa;September 21, 2019;3;1;1;3;Vehicle Accident;Bamako, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-7.995856000000, 12.617282000000
52450;US-Mexico Border;September 21, 2019;1;1;;;Drowned;Río Bravo, near Guardados de Arriba, Miguel Alemán, Tamaulipas, Mexico;El Sol de Tampico, Hoy Tamaulipas;26.394748604205, -98.955283123743
52448;Mediterranean;September 20, 2019;1;;1;1;Drowned;Off the coast of Bodrum, Muğla province, Turkey;Aegean Boat Report, Turkish Coast Guard;36.973557207271, 27.403074179688
52452;US-Mexico Border;September 20, 2019;1;1;;;Drowned;Río Bravo, near International Bridge 1, Eagle Pass, Texas, USA;La Rancherita del Aire;28.707751107681, -100.511400588450
53212;Sub-Saharan Africa;September 20, 2019;1;;1;;Sickness or lack of access to medicines;Maradi, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);7.103666000000, 13.499707000000
52449;US-Mexico Border;September 20, 2019;1;1;;;Drowned;Río Bravo, near Ébanos Sur, Gustavo Díaz Ordaz, Tamaulipas, Mexico;Hoy Tamaulipas, El Mañana;26.244371396482, -98.557419014857
53211;Sub-Saharan Africa;September 19, 2019;1;1;;;Sickness or lack of access to medicines;Kantchari, Burkina Faso;Mixed Migration Monitoring Mechanism Initiative (4Mi);1.515145000000, 12.479761000000
52447;Mediterranean;September 19, 2019;1;1;;;Violent death;Abusitta disembarkation point in Tripoli, Libya - hours after being intercepted at sea and returned to shore by the Libyan C;IOM Libya;32.909021015328, 13.220013560791
52446;Europe;September 19, 2019;1;1;;;Vehicle accident;Train tracks near Gradsko, North Macedonia;AP;41.579840271918, 21.945251077734
53498;Sub-Saharan Africa;September 19, 2019;2;1;1;;Sickness or lack of access to medicines, Dehydration;Unspecified location in the Sahara desert, Niger, near border with Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);22.753382000000, 13.804316000000
53213;Sub-Saharan Africa;September 19, 2019;2;2;;;;Unspecified location in northern Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-4.933881000000, 20.745438000000
53225;Sub-Saharan Africa;September 19, 2019;1;1;;;Sickness or lack of access to medicines;Zegoua, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);-5.651178000000, 10.483254000000
52445;Mediterranean;September 18, 2019;13;9;;;Drowned;Off the coast of Cap Djinet, 20 km east of Boumerdès;El Watan, La Dépêche de Kabylie, Caminando Fronteras;36.983728473300, 3.638158139063
53497;North Africa;September 18, 2019;1;1;;;Sickness or lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Qatrun, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);24.934383000000, 14.633161000000
52457;Mediterranean;September 18, 2019;1;1;;;Drowned;Off the coast of Melilla, Spain;Público, Uprising Today;35.320439624103, -2.948396982617
52440;Mediterranean;September 18, 2019;4;;;;Drowned;Off the coast of Djerba, Tunisia;IOM Tunisia;34.171158953801, 11.255912929033
52699;US-Mexico Border;September 17, 2019;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.955518400000, -112.100307300000
52439;Mediterranean;September 17, 2019;7;;;;Drowned;Off the coast of Sfax, Tunisia;IOM Tunisia;34.589760230843, 10.937168074215
52438;Mediterranean;September 17, 2019;8;3;;;Drowned;Five nautical miles north of Cap Falcon, Oran, Algeria;Ministry of Defence of Algeria, Association Marocaine des Droits Humains - Section Nador, El Watan, Alarm Phone;36.042293320857, -0.509071856820
53209;Sub-Saharan Africa;September 17, 2019;1;;;;Vehicle Accident;Odienne, Ivory Coast;Mixed Migration Monitoring Mechanism Initiative (4Mi);-7.557931000000, 9.516828000000
52436;US-Mexico Border;September 17, 2019;1;1;;;Drowned;Río Bravo, near ejido Centinela, Piedras Negras, Coahuila, Mexico;Contrapunto;28.727462890595, -100.507922294930
52437;US-Mexico Border;September 17, 2019;1;1;;;Drowned;Canal next to the César Chávez Border Highway by Fonseca Drive, El Paso, El Paso County, Texas, USA;El Paso Times, La Jornada;31.753616299345, -106.417258984670
52951;Middle East;September 17, 2019;3;;;;Harsh weather/lack of adequate shelter, Suffocation;Izmir, Turkey;Mixed Migration Monitoring Mechanism Initiative (4Mi);38.390149000000, 27.109922000000
52435;Central America;September 17, 2019;1;1;;;Sickness or lack of access to medicines;Near migrant shelter San Francisco, Tehuacán, Puebla, Mexico;Milenio, El Sol de Puebla;18.509727048315, -97.409583062974
53496;North Africa;September 17, 2019;1;1;;;Sickness or lack of access to medicines, Dehydration;Kufra, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);23.848018000000, 21.993292000000
52441;Mediterranean;September 17, 2019;1;1;;;Drowned;Body recovered on Plage Bouyafar, near Nador, Morocco (Alboran sea);Association Marocaine des Droits Humains - Section Nador;35.247147751476, -3.164730754659
52700;US-Mexico Border;September 17, 2019;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;32.064820600000, -112.472643900000
54637;Horn of Africa;September 16, 2019;1;1;;;Violent death;Bosaso, Somalia;IOM Somalia;11.275540700000, 49.187899400000
53494;North Africa;September 16, 2019;1;1;;;Sickness or lack of access to medicines;On the road to Sabha, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);27.022490000000, 14.440990000000
52698;US-Mexico Border;September 16, 2019;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.910019300000, -111.808035200000
52697;US-Mexico Border;September 16, 2019;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;31.947253300000, -112.058614800000
52434;US-Mexico Border;September 16, 2019;1;;1;;Drowned;Río Bravo, near Donna-Río Bravo International Bridge, Tamaulipas, Mexico;El Mañana, Vox Pópuli;26.066558587779, -98.076219015077
